IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S02000460,Grahamston,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000464,Kersiebank,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000466,Kinneil,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000467,Merchiston and New Carron Village,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000469,Nethermains,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000468,Grangemouth Town Centre,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000470,Bainsford and Langlees,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000471,Larbert Village and South Broomage,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000472,Stenhousemuir East,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000473,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000480,Carse and Grangemouth Old Town,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000475,Stenhousemuir West,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000474,Carron,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000479,Dunipace,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000476,Carronshore,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000477,North Broomage and Inches,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000478,Antonshill,S12000014,Falkirk,S37000013,Falkirk,S08000019,NHS Forth Valley,S92000003
S02000481,North Queensferry and Inverkeithing West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000482,Rosyth South,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000484,Dalgety Bay Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000483,Inverkeithing East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000485,Dalgety Bay West and Hillend,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000491,"Crossford, Charleston and Limekilns",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000486,Rosyth Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000487,Dalgety Bay East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000488,Rosyth East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000489,Rosyth North,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000508,Aberdour and Auchtertool,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000490,Cairneyhill and Crombie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000492,Dunfermline Pitcorthie West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000501,"Valleyfield, Culross and Torryburn",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000500,Burntisland West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000493,Dunfermline East and Pitcorthie East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000496,Dunfermline Brucefield,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000494,Dunfermline Abbeyview South,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000507,Kinghorn,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000495,Burntisland East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000497,Dunfermline Abbeyview North,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000499,Dunfermline Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000498,Crossgates and Halbeath,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000502,Dunfermline Touch and Woodmill,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000506,Kincardine,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000503,Dunfermline Garvock Hill,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000504,Dunfermline Baldridgeburn,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000505,Dunfermline Headwell,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000509,Dunfermline Bellyeoman,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000510,Dunfermline Milesmark and Wellwood,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000511,"Oakley, Comrie and Blairhall",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000521,Saline and Gowkall,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000513,Dunfermline Townhill and Kingseat,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000512,Kirkcaldy Linktown and Seafield,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000514,Hill of Beath,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000516,Kirkcaldy Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000515,Cowdenbeath South,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000517,Kirkcaldy Raith,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000518,Kirkcaldy Bennochy East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000519,Cowdenbeath North,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000520,Kirkcaldy Bennochy West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000522,Kirkcaldy Pathhead,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000524,Kirkcaldy Hayfield and Smeaton,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000525,Lochgelly West and Lumphinnans,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000523,Kirkcaldy Newliston and Redcraigs,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000526,Kirkcaldy Templehall East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000529,Lochgelly East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000528,Dysart,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000527,Kirkcaldy Templehall West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000530,Kirkcaldy Gallatown and Sinclairtown,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000535,Kirkcaldy Chapel,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000534,Cardenden,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000532,Kelty West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000533,Kirkcaldy Dunnikier,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000531,Kelty East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000536,Lochore and Crosshill,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000537,Wemyss,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000539,Thornton and Kinglassie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000538,Ballingry,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000540,Buckhaven and Muiredge,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000542,Glenrothes Stenton and Finglassie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000541,Methil Denbeath,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000543,Methil West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000544,Glenrothes Pitteuchar,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000545,Glenrothes Woodside,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000546,Methil East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000550,Windygates and Coaltown,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000564,"Elie, Colinsburgh and Largoward",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000547,Methil Methilhill,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000548,Glenrothes Caskieberran and Rimbleton,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000549,Glenrothes Auchmuty,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000551,Leslie and Newcastle,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000553,Glenrothes Macedonia and Tanshall,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000566,Leven East and Bonnybank,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000552,Leven West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000554,Glenrothes South Parks,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000555,Leven North,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000562,Markinch and Star,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000558,St Monans and Pittenweem,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000556,Glenrothes Cadham and Pitcoudie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000557,Kennoway,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000561,Glenrothes Balgeddie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000563,Largo,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000560,Glenrothes Collydean,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000559,"Glenrothes Balfarg, Pitcairn and Coul",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000565,Anstruther,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000567,Falkland and Freuchie,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000568,Kettle and Ladybank,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000569,Crail and Boarhills,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000570,Auchtermuchty and Gateside,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000571,"Dairsie, Ceres and Dunino",S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000573,Cupar West and Springfield,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000572,St Andrews South West,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000574,Cupar East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000575,Cupar Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000576,St Andrews South East,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000577,St Andrews Central,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000578,St Andrews North and Strathkinness,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000579,Newburgh,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000580,Leuchars and Guardbridge,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000581,Balmullo and Gauldry,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000582,Newport and Wormit,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000583,Tayport,S12000047,Fife,S37000032,Fife,S08000029,NHS Fife,S92000003
S02000584,Carmunnock South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000587,Darnley East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000585,Glenwood South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000586,Darnley West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000589,Castlemilk,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000588,Glenwood North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000591,Carmunnock North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000590,Darnley North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000592,Carnwadric West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000593,Muirend and Old Cathcart,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000594,Carnwadric East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000595,Kingspark South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000596,Newlands,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000597,Nitshill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000599,Cathcart,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000598,Merrylee and Millbrae,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000601,Crookston South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000600,Kingspark North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000602,Pollokshaws,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000603,Mount Florida,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000607,Battlefield,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000608,Pollok South and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000610,Toryglen and Oatlands,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000604,Langside,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000605,Shawlands East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000609,Shawlands West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000606,Crookston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000613,Carmyle and Mount Vernon South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000611,Shettleston South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000612,Maxwell Park,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000615,Govanhill East and Aikenhead,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000614,Strathbungo,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000616,Govanhill West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000621,Mosspark,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000617,Pollok North and East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000618,Baillieston East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000620,Braidfauld,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000623,Mount Vernon North and Sandyhills,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000619,Dalmarnock,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000622,Pollokshields East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000626,Baillieston West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000627,Cardonald West and Central,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000625,Cardonald South and East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000628,Gorbals and Hutchesontown,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000624,Pollokshields West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000634,Laurieston and Tradeston,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000631,Kingston West and Dumbreck,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000632,Shettleston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000629,Parkhead East and Braidfauld North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000635,"Calton, Galllowgate and Bridgeton",S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000633,Parkhead West and Barrowfield,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000630,Tollcross,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000636,Garrowhill West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000637,Cardonald North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000638,Craigton,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000641,Penilee,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000640,Greenfield,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000639,Hillington,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000643,Old Shettleston and Parkhead North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000642,Kinning Park and Festival Park,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000644,Ibrox East and Cessnock,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000646,Barlanark,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000645,Garrowhill East and Swinton,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000647,Gallowgate North and Bellgrove,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000648,Carntyne West and Haghill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000660,Drumoyne and Shieldhall,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000649,Ibrox,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000658,City Centre East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000656,Govan and Linthouse,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000650,Dennistoun,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000654,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000655,City Centre West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000652,North Barlanark and Easterhouse South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000651,Anderston,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000659,Dennistoun North and Alexandra Parade,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000657,Carntyne,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000653,Easterhouse East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000662,Central Easterhouse,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000661,Finnieston and Kelvinhaugh,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000663,Craigend and Ruchazie,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000667,Riddrie and Hogganfield,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000666,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000674,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000664,Hillhead,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000665,Woodlands,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000670,Sighthill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000668,Glasgow Harbour and  Partick South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000669,Woodside,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000673,Whiteinch,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000671,Partick,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000675,Firhill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000672,Kelvingrove and University,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000678,Blackhill and Barmulloch East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000676,Cowlairs and Port Dundas,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000679,Broomhill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000677,Partickhill and Hyndland,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000681,Dowanhill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000683,North Kelvin,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000682,Victoria Park,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000680,Petershill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000684,Scotstoun South and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000685,Keppochhill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000687,Barmulloch,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000695,Robroyston and Millerston,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000689,Kelvinside and Jordanhill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000686,Scotstoun North and East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000691,Springburn,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000688,Ruchill,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000690,Kelvindale,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000694,Springburn East and Cowlairs,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000692,Possil Park,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000696,Yoker South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000693,Wyndford,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000697,Balornock,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000699,Knightswood East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000702,Anniesland East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000698,Knightswood Park East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000706,Knightswood Park West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
